item_id,base_id,upgrade_level,is_variant,name,category,rank,class_label,color,status,weight,durability,max_durability,bullet_resistance,vitality,movement_speed,sprint_speed,stamina,stamina_regeneration,health_regeneration,periodic_healing,healing_effectiveness,carry_weight,bleeding_output,bleeding_resistance,burn_reaction,tear_reaction,tear_protection,explosion_protection,electricity_protection,fire_protection,chemical_protection,radiation_protection,thermal_protection,biological_protection,psycho_protection,frost_protection,stability,radiation,psycho,temperature,biological,frost,combustion,chemical_burn_reaction,electroshock_reaction,recoil,wiggle,effective_durability,total_sprint_speed,hp_regen_score,source_path
0r429,0r429,10,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,61.137253,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,161.137253,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/10.json
0r429,0r429,11,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,63.93622,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,163.93622,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/11.json
0r429,0r429,12,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,66.73518,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,166.73518,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/12.json
0r429,0r429,13,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,69.53414,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,169.53413999999998,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/13.json
0r429,0r429,14,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,72.33311,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,172.33311,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/14.json
0r429,0r429,15,True,Бандитский костюм,armor/combined,Отмычка,Комбинированные,DEFAULT,PERSONAL_ON_USE,3.5,100.0,100.0,78.0,,,,,,,,,5.0,,35.0,,,58.0,35.0,15.0,15.0,15.0,30.0,20.0,30.0,0.0,,,,,,,,,,,,,178.0,100.0,0.5,stalzone-database/ru/items/armor/combined/_variants/0r429/15.json
0r439,0r439,0,False,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,1.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,101.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/0r439.json
0r439,0r439,1,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,1.9237804,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,101.9237804,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/1.json
0r439,0r439,2,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/2.json
0r439,0r439,3,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/3.json
0r439,0r439,4,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/4.json
0r439,0r439,5,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/5.json
0r439,0r439,6,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/6.json
0r439,0r439,7,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/7.json
0r439,0r439,8,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/8.json
0r439,0r439,9,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/9.json
0r439,0r439,10,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/10.json
0r439,0r439,11,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/11.json
0r439,0r439,12,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/12.json
0r439,0r439,13,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/13.json
0r439,0r439,14,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/14.json
0r439,0r439,15,True,Старый ОЗК,armor/scientist,Отмычка,Научные,DEFAULT,PERSONAL_ON_USE,1.5,100.0,100.0,2.0,,,,,,,,,,,0.0,,,0.0,0.0,30.0,30.0,30.0,100.0,100.0,50.0,0.0,,,,,,,,,,,,,102.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r439/15.json
0r4gy,0r4gy,0,False,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,120.0,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,220.0,99.0,2.5,stalzone-database/ru/items/armor/combined/0r4gy.json
0r4gy,0r4gy,1,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,122.0122,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,222.0122,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/1.json
0r4gy,0r4gy,2,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,124.02438,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,224.02438,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/2.json
0r4gy,0r4gy,3,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,126.03659,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,226.03659,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/3.json
0r4gy,0r4gy,4,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,128.04877,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,228.04877,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/4.json
0r4gy,0r4gy,5,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,134.08536,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,234.08536,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/5.json
0r4gy,0r4gy,6,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,137.10365,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,237.10365,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/6.json
0r4gy,0r4gy,7,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,140.12195,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,240.12195,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/7.json
0r4gy,0r4gy,8,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,143.14024,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,243.14024,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/8.json
0r4gy,0r4gy,9,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,146.15854,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,246.15854,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/9.json
0r4gy,0r4gy,10,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,155.01219,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,255.01219,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/10.json
0r4gy,0r4gy,11,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,159.43903,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,259.43903,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/11.json
0r4gy,0r4gy,12,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,163.86584,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,263.86584,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/12.json
0r4gy,0r4gy,13,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,168.29268,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,268.29268,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/13.json
0r4gy,0r4gy,14,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,172.71951,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,272.71951,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/14.json
0r4gy,0r4gy,15,True,Костюм «Экспедиция»,armor/combined,Ветеран,Комбинированные,RANK_VETERAN,PERSONAL_ON_USE,8.0,100.0,100.0,186.0,,-1.0,,,3.0,,2.0,,12.0,-0.5,40.0,,,88.0,82.0,225.0,225.0,225.0,260.0,180.0,250.0,200.0,50.0,,,,,,,,,,,,286.0,99.0,2.5,stalzone-database/ru/items/armor/combined/_variants/0r4gy/15.json
0r4q9,0r4q9,0,False,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,88.0,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,188.0,100.0,0.5,stalzone-database/ru/items/armor/scientist/0r4q9.json
0r4q9,0r4q9,1,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,89.71976,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,189.71976000000004,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/1.json
0r4q9,0r4q9,2,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,91.439514,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,191.43951400000003,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/2.json
0r4q9,0r4q9,3,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,93.15927,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,193.15927,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/3.json
0r4q9,0r4q9,4,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,94.87903,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,194.87902999999997,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/4.json
0r4q9,0r4q9,5,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,100.03829,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,200.03829000000002,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/5.json
0r4q9,0r4q9,6,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,102.61793,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,202.61793,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/6.json
0r4q9,0r4q9,7,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,105.19756,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,205.19756,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/7.json
0r4q9,0r4q9,8,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,107.7772,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,207.77720000000002,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/8.json
0r4q9,0r4q9,9,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,110.35682,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,210.35682,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/9.json
0r4q9,0r4q9,10,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,117.92375,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,217.92375,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/10.json
0r4q9,0r4q9,11,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,121.707214,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,221.707214,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/11.json
0r4q9,0r4q9,12,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,125.49068,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,225.49068,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/12.json
0r4q9,0r4q9,13,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,129.27415,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,229.27415000000002,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/13.json
0r4q9,0r4q9,14,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,133.0576,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,233.0576,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/14.json
0r4q9,0r4q9,15,True,КИМ-113 «Иолит»,armor/scientist,Сталкер,Научные,RANK_STALKER,PERSONAL_ON_USE,7.3,100.0,100.0,144.408,,,,,,,,,9.0,,30.0,,,51.0,60.0,1000.0,650.0,650.0,400.0,300.0,320.0,250.0,,,,,,,,,,,,,244.408,100.0,0.5,stalzone-database/ru/items/armor/scientist/_variants/0r4q9/15.json
0rn6r,0rn6r,0,False,Штурмовой ПНВ,armor/device,Сталкер,Устройства,RANK_STALKER,PERSONAL_ON_USE,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,0.5,stalzone-database/ru/items/armor/device/0rn6r.json
0rn7d,0rn7d,0,False,Бронекостюм «Авангард»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,236.0,,-2.0,,20.0,,,,,35.0,,65.0,,,281.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,336.0,98.0,0.5,stalzone-database/ru/items/armor/combat/0rn7d.json
0rn7d,0rn7d,1,True,Бронекостюм «Авангард»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,239.07951,,-2.0,,20.0,,,,,35.0,,65.0,,,281.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,339.07951,98.0,0.5,stalzone-database/ru/items/armor/combat/_variants/0rn7d/1.json
0rn7d,0rn7d,2,True,Бронекостюм «Авангард»,armor/combat,Мастер,Боевые,RANK_MASTER,PERSONAL_ON_USE,30.0,100.0,100.0,242.15901,,-2.0,,20.0,,,,,35.0,,65.0,,,281.0,175.0,50.0,50.0,50.0,200.0,100.0,200.0,200.0,,10.0,,,,,,,,,,,342.15900999999997,98.0,0.5,stalzone-database/ru/items/armor/combat/_variants/0rn7d/2.json
